respondent_id,choice_set,label,choice_ind,package,terms,diet,state,survey_completion_secs,gender,age,us_region,household_income,fast_food_frequency,primary_grocery_shopper,occupation,ethnicity,primary_role_org,marital_status,housing,household_size,main_grocery_store,education,main_fast_food,final_comments,data_source
185564307,7,2,0,package 2,1:4lb,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,8,1,0,package 1,1:4lb,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,8,2,1,package 1,meatier,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,9,1,1,package 2,thick&juicy,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,9,2,0,package 1,thick&juicy,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,10,1,0,package 1,1:4lb,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,10,2,1,package 2,1:4lb,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,11,1,0,package 1,meatier,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,11,2,1,package 2,meatier,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,12,1,1,package 2,thick&juicy,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564307,12,2,0,package 1,1:4lb,omnivore,Michigan,91,,,,,,,,,,,,,,,,,main
185564309,1,1,0,package 2,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,1,2,1,package 1,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,2,1,1,package 1,thick&juicy,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,2,2,0,package 2,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,3,1,1,package 2,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,3,2,0,package 1,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,4,1,1,package 2,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,4,2,0,package 1,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,5,1,0,package 1,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,5,2,1,package 2,thick&juicy,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,6,1,1,package 2,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,6,2,0,package 1,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,7,1,1,package 1,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,7,2,0,package 1,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,8,1,1,package 2,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,8,2,0,package 1,thick&juicy,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,9,1,1,package 1,thick&juicy,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,9,2,0,package 1,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,10,1,0,package 2,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,10,2,1,package 2,thick&juicy,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,11,1,0,package 1,meatier,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,11,2,1,package 1,thick&juicy,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,12,1,0,package 1,1:4lb,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564309,12,2,1,package 2,thick&juicy,omnivore,Minnesota,141,,,,,,,,,,,,,,,,,main
185564313,1,1,1,package 2,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,1,2,0,package 1,1:4lb,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,2,1,0,package 1,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,2,2,1,package 2,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,3,1,1,package 1,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,3,2,0,package 2,1:4lb,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,4,1,0,package 1,1:4lb,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,4,2,1,package 1,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,5,1,0,package 2,1:4lb,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,5,2,1,package 1,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,6,1,0,package 2,1:4lb,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,6,2,1,package 2,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,7,1,1,package 2,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,7,2,0,package 1,1:4lb,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,8,1,1,package 1,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,8,2,0,package 1,1:4lb,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,9,1,0,package 1,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,9,2,1,package 2,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,10,1,1,package 2,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,10,2,0,package 2,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,11,1,1,package 1,thick&juicy,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,11,2,0,package 1,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,12,1,1,package 2,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564313,12,2,0,package 1,meatier,omnivore,New York,87,,,,,,,,,,,,,,,,,main
185564318,1,1,1,package 2,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,1,2,0,package 1,1:4lb,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,2,1,1,package 1,thick&juicy,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,2,2,0,package 1,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,3,1,0,package 2,1:4lb,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,3,2,1,package 2,thick&juicy,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,4,1,1,package 2,1:4lb,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,4,2,0,package 2,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,5,1,0,package 1,thick&juicy,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,5,2,1,package 2,1:4lb,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,6,1,0,package 1,1:4lb,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,6,2,1,package 2,thick&juicy,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,7,1,0,package 1,thick&juicy,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,7,2,1,package 2,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,8,1,0,package 1,1:4lb,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,8,2,1,package 1,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,9,1,1,package 2,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,9,2,0,package 1,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,10,1,0,package 1,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,10,2,1,package 2,thick&juicy,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,11,1,0,package 2,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,11,2,1,package 2,thick&juicy,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,12,1,1,package 2,1:4lb,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564318,12,2,0,package 1,meatier,omnivore,Oklahoma,132,,,,,,,,,,,,,,,,,main
185564323,1,1,0,package 1,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,1,2,1,package 2,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,2,1,0,package 2,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,2,2,1,package 1,thick&juicy,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,3,1,0,package 2,thick&juicy,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,3,2,1,package 1,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,4,1,0,package 2,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,4,2,1,package 2,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,5,1,0,package 2,thick&juicy,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,5,2,1,package 1,thick&juicy,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,6,1,0,package 1,thick&juicy,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,6,2,1,package 1,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,7,1,0,package 2,thick&juicy,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,7,2,1,package 2,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,8,1,1,package 2,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,8,2,0,package 1,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,9,1,0,package 2,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,9,2,1,package 1,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,10,1,1,package 2,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,10,2,0,package 2,thick&juicy,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,11,1,0,package 1,1:4lb,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,11,2,1,package 1,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,12,1,0,package 1,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564323,12,2,1,package 2,meatier,omnivore,Louisiana,90,,,,,,,,,,,,,,,,,main
185564324,1,1,0,package 1,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,1,2,1,package 2,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,2,1,1,package 2,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,2,2,0,package 1,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,3,1,1,package 2,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,3,2,0,package 1,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,4,1,1,package 1,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,4,2,0,package 1,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,5,1,1,package 2,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,5,2,0,package 2,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,6,1,0,package 1,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,6,2,1,package 1,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,7,1,0,package 1,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,7,2,1,package 2,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,8,1,1,package 2,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,8,2,0,package 1,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,9,1,0,package 1,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,9,2,1,package 1,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,10,1,1,package 2,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,10,2,0,package 1,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,11,1,0,package 2,meatier,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,11,2,1,package 2,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,12,1,1,package 2,thick&juicy,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564324,12,2,0,package 2,1:4lb,omnivore,Virginia,91,,,,,,,,,,,,,,,,,main
185564326,1,1,0,package 2,meatier,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,1,2,1,package 2,1:4lb,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,2,1,0,package 2,meatier,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,2,2,1,package 1,thick&juicy,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,3,1,0,package 2,thick&juicy,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,3,2,1,package 2,1:4lb,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,4,1,0,package 1,meatier,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,4,2,1,package 2,thick&juicy,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,5,1,0,package 2,1:4lb,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,5,2,1,package 1,meatier,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,6,1,0,package 1,meatier,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,6,2,1,package 1,thick&juicy,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,7,1,0,package 1,1:4lb,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,7,2,1,package 1,meatier,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,8,1,0,package 1,1:4lb,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,8,2,1,package 2,meatier,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,9,1,0,package 2,thick&juicy,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,9,2,1,package 2,meatier,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,10,1,0,package 1,thick&juicy,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,10,2,1,package 1,1:4lb,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,11,1,0,package 2,1:4lb,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,11,2,1,package 1,thick&juicy,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,12,1,0,package 1,1:4lb,veg,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564326,12,2,1,package 2,thick&juicy,omnivore,Pennsylvania,72,,,,,,,,,,,,,,,,Yxoycoyxotxotditzitzirzirzir,main
185564327,1,1,1,package 2,1:4lb,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,1,2,0,package 2,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,2,1,0,package 1,thick&juicy,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,2,2,1,package 2,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,3,1,1,package 2,thick&juicy,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,3,2,0,package 1,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,4,1,0,package 1,thick&juicy,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,4,2,1,package 2,thick&juicy,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,5,1,1,package 1,1:4lb,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,5,2,0,package 1,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,6,1,0,package 1,meatier,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,6,2,1,package 2,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,7,1,0,package 1,thick&juicy,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,7,2,1,package 2,1:4lb,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,8,1,1,package 2,thick&juicy,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,8,2,0,package 2,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,9,1,0,package 1,1:4lb,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,9,2,1,package 2,thick&juicy,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,10,1,1,package 1,thick&juicy,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,10,2,0,package 1,1:4lb,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,11,1,1,package 1,thick&juicy,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,11,2,0,package 1,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,12,1,0,package 1,1:4lb,veg,Tennessee,119,,,,,,,,,,,,,,,,,main
185564327,12,2,1,package 2,meatier,omnivore,Tennessee,119,,,,,,,,,,,,,,,,,main
185564332,1,1,1,package 1,1:4lb,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,1,2,0,package 1,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,2,1,0,package 2,1:4lb,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,2,2,1,package 2,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,3,1,0,package 1,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,3,2,1,package 2,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,4,1,1,package 2,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,4,2,0,package 1,1:4lb,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,5,1,0,package 2,1:4lb,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,5,2,1,package 1,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,6,1,0,package 2,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,6,2,1,package 1,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,7,1,0,package 2,1:4lb,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,7,2,1,package 2,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,8,1,0,package 1,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,8,2,1,package 1,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,9,1,0,package 2,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,9,2,1,package 1,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,10,1,0,package 2,1:4lb,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,10,2,1,package 1,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,11,1,0,package 1,1:4lb,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,11,2,1,package 2,thick&juicy,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,12,1,0,package 2,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564332,12,2,1,package 1,meatier,omnivore,Pennsylvania,90,,,,,,,,,,,,,,,,,main
185564333,1,1,0,package 1,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,1,2,1,package 1,meatier,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,2,1,0,package 1,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,2,2,1,package 1,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,3,1,0,package 1,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,3,2,1,package 2,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,4,1,0,package 1,meatier,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,4,2,1,package 2,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,5,1,1,package 2,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,5,2,0,package 1,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,6,1,1,package 2,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,6,2,0,package 2,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,7,1,1,package 2,meatier,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,7,2,0,package 1,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,8,1,0,package 1,meatier,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,8,2,1,package 2,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,9,1,0,package 1,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,9,2,1,package 2,meatier,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,10,1,1,package 2,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,10,2,0,package 2,meatier,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,11,1,1,package 1,meatier,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,11,2,0,package 1,1:4lb,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,12,1,1,package 2,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564333,12,2,0,package 1,thick&juicy,omnivore,Missouri,102,,,,,,,,,,,,,,,,,main
185564335,1,1,0,package 2,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,1,2,1,package 1,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,2,1,0,package 2,meatier,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,2,2,1,package 1,meatier,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,3,1,0,package 1,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,3,2,1,package 1,meatier,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,4,1,1,package 1,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,4,2,0,package 1,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,5,1,1,package 2,meatier,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,5,2,0,package 1,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,6,1,0,package 2,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,6,2,1,package 2,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,7,1,0,package 1,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,7,2,1,package 2,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,8,1,1,package 2,meatier,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,8,2,0,package 1,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,9,1,0,package 1,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,9,2,1,package 2,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,10,1,1,package 1,meatier,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,10,2,0,package 2,1:4lb,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,11,1,0,package 2,meatier,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,11,2,1,package 2,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,12,1,0,package 1,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564335,12,2,1,package 2,thick&juicy,omnivore,Arizona,130,,,,,,,,,,,,,,,,,main
185564336,1,1,0,package 1,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,1,2,1,package 2,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,2,1,1,package 2,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,2,2,0,package 2,meatier,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,3,1,0,package 1,meatier,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,3,2,1,package 2,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,4,1,0,package 1,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,4,2,1,package 2,meatier,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,5,1,0,package 1,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,5,2,1,package 2,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,6,1,1,package 1,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,6,2,0,package 1,meatier,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,7,1,0,package 2,meatier,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,7,2,1,package 2,thick&juicy,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
185564336,8,1,0,package 1,1:4lb,omnivore,Hawaii,92,,,,,,,,,,,,,,,,,main
